id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
3,Mario didn't play as many games,llama-3.2-3b,7,sarcastic,"The claim is sarcastic because it downplays Mario's gaming activities, which is a common way to express irony or sarcasm in the context of video games.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it downplays Mario's gaming activities, which is a common way to express irony or sarcasm in the context of video games.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,7,sarcastic,"The claim is sarcastic because it expresses surprise that something (Xbox Live) that is now considered a standard, is no longer the case.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise that something (Xbox Live) that is now considered a standard, is no longer the case.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,7,sarcastic,"The phrase 'Synical ploy' is likely being used sarcastically to express frustration or annoyance with a situation, and the mention of an election suggests that the speaker is implying that the situation is not genuine.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Synical ploy' is likely being used sarcastically to express frustration or annoyance with a situation, and the mention of an election suggests that the speaker is implying that the situation is not genuine.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,7,sarcastic,"The claim is sarcastic because it implies that Hillary is guilty of something, which is unlikely, and the speaker is not accusing her of anything they are not guilty of.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Hillary is guilty of something, which is unlikely, and the speaker is not accusing her of anything they are not guilty of.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,7,sarcastic,The phrase 'no you are not ready' is a common sarcastic way to dismiss someone who is not at a certain level.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way to dismiss someone who is not at a certain level.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,7,sarcastic,"The claim uses profanity and an exaggerated expression to express disagreement, indicating sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses profanity and an exaggerated expression to express disagreement, indicating sarcasm.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,7,sarcastic,"The title is likely sarcastic because it states the title belongs to Joe Warren, which is unlikely to be the case. The title is probably a joke or a sarcastic comment.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is likely sarcastic because it states the title belongs to Joe Warren, which is unlikely to be the case. The title is probably a joke or a sarcastic comment.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,8,sarcastic,"The claim implies that the person is not a Christian because of their skin color, which is a common stereotype used to mock people of color.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim implies that the person is not a Christian because of their skin color, which is a common stereotype used to mock people of color.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,8,sarcastic,"The claim is sarcastic because it describes an impossible action of jamming a gun by inserting a finger into the trigger guard behind the finger, which is a common misconception about how guns are jammed.",100,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes an impossible action of jamming a gun by inserting a finger into the trigger guard behind the finger, which is a common misconception about how guns are jammed.\"", \""confidence\"": 100}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,8,sarcastic,"The statement uses the phrase 'don't know shit', which is a common idiomatic expression for extreme ignorance or incompetence, typically used in a sarcastic or mocking tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement uses the phrase 'don't know shit', which is a common idiomatic expression for extreme ignorance or incompetence, typically used in a sarcastic or mocking tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,8,sarcastic,"The claim is sarcastic because it implies Mario played a large number of games, which is not a realistic statement about the famous video game character.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies Mario played a large number of games, which is not a realistic statement about the famous video game character.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,8,sarcastic,"The claim is sarcastic because it expresses surprise and admiration for a situation that is unlikely to happen, implying that Xbox Live is a crucial part of modern gaming.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise and admiration for a situation that is unlikely to happen, implying that Xbox Live is a crucial part of modern gaming.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,8,sarcastic,"The claim uses the word 'Synical', which is likely a misspelling of 'Synical', but more likely intended to be a play on words with 'sinical' not existing, but 'sincere' and 'synical' sound similar, and the phrase 'there must be an election coming up!' is a common idiomatic expression used to express doubt about the necessity of an election, but in this context, it seems sarcastic as it is used to express doubt about the necessity of an election, given that the word 'Synical' is likely a misspelling of 'Sincere', which is the opposite of 'synical'.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses the word 'Synical', which is likely a misspelling of 'Synical', but more likely intended to be a play on words with 'sinical' not existing, but 'sincere' and 'synical' sound similar, and the phrase 'there must be an election coming up!' is a common idiomatic expression used to express doubt about the necessity of an election, but in this context, it seems sarcastic as it is used to express doubt about the necessity of an election, given that the word 'Synical' is likely a misspelling of 'Sincere', which is the opposite of 'synical'.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,8,sarcastic,The claim is sarcastic because it reverses the typical assumption that someone who accuses someone else of wrongdoing is also guilty of it.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it reverses the typical assumption that someone who accuses someone else of wrongdoing is also guilty of it.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,8,sarcastic,"The phrase 'no you are not ready' is a common idiomatic expression used to dismiss someone who is not at a certain level, implying they are not capable or prepared. The use of 'no' at the beginning is a classic indicator of sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common idiomatic expression used to dismiss someone who is not at a certain level, implying they are not capable or prepared. The use of 'no' at the beginning is a classic indicator of sarcasm.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,8,sarcastic,"The use of profanity and the phrase 'obvs wrong' indicate sarcasm, as it is an exaggerated and mocking way of expressing disagreement.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm, as it is an exaggerated and mocking way of expressing disagreement.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,8,literal,"The claim is literal because it directly states the title belongs to Joe Warren, without any obvious sarcasm or irony.",80,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it directly states the title belongs to Joe Warren, without any obvious sarcasm or irony.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,9,sarcastic,"The claim is sarcastic because it implies that someone being too brown is a characteristic that would disqualify them from being a real Christian, which is an absurd and stereotypical assumption.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that someone being too brown is a characteristic that would disqualify them from being a real Christian, which is an absurd and stereotypical assumption.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,9,sarcastic,"This claim is likely sarcastic because it describes an extremely improbable and dangerous action, which is a common trope in sarcastic language.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""This claim is likely sarcastic because it describes an extremely improbable and dangerous action, which is a common trope in sarcastic language.\"", \""confidence\"": 90}"""
